D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_05_m_king_clang_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_king_clang,1:1; no crop,AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F00.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F01.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F02.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F03.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F04.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F05.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F06.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F07.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F08.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F09.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F10.png|AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_07_m_zombie_mushroom_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_zombie_mushroom,1:1; no crop,AREA_07_IMAGES_OUTPUT/REFERENCE/001_m_zombie_mushroom_s_mon_zombie_mushroom_REFERENCE_F00.png|AREA_07_IMAGES_OUTPUT/REFERENCE/001_m_zombie_mushroom_s_mon_zombie_mushroom_REFERENCE_F01.png|AREA_07_IMAGES_OUTPUT/REFERENCE/001_m_zombie_mushroom_s_mon_zombie_mushroom_REFERENCE_F02.png|AREA_07_IMAGES_OUTPUT/REFERENCE/001_m_zombie_mushroom_s_mon_zombie_mushroom_REFERENCE_F03.png|AREA_07_IMAGES_OUTPUT/REFERENCE/001_m_zombie_mushroom_s_mon_zombie_mushroom_REFERENCE_F04.png|AREA_07_IMAGES_OUTPUT/REFERENCE/001_m_zombie_mushroom_s_mon_zombie_mushroom_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_07_m_copper_drake_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_copper_drake,1:1; no crop,AREA_07_IMAGES_OUTPUT/REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F00.png|AREA_07_IMAGES_OUTPUT/REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F01.png|AREA_07_IMAGES_OUTPUT/REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F02.png|AREA_07_IMAGES_OUTPUT/REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F03.png|AREA_07_IMAGES_OUTPUT/REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F04.png|AREA_07_IMAGES_OUTPUT/REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_07_m_drake_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_drake,1:1; no crop,AREA_07_IMAGES_OUTPUT/CAST/003_m_drake_s_mon_drake_CAST_F00.png|AREA_07_IMAGES_OUTPUT/CAST/003_m_drake_s_mon_drake_CAST_F01.png|AREA_07_IMAGES_OUTPUT/CAST/003_m_drake_s_mon_drake_CAST_F02.png|AREA_07_IMAGES_OUTPUT/CAST/003_m_drake_s_mon_drake_CAST_F03.png|AREA_07_IMAGES_OUTPUT/CAST/003_m_drake_s_mon_drake_CAST_F04.png|AREA_07_IMAGES_OUTPUT/CAST/003_m_drake_s_mon_drake_CAST_F05.png|AREA_07_IMAGES_OUTPUT/CAST/003_m_drake_s_mon_drake_CAST_F06.png|AREA_07_IMAGES_OUTPUT/CAST/003_m_drake_s_mon_drake_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_07_m_wild_kargo_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_wild_kargo,1:1; no crop,AREA_07_IMAGES_OUTPUT/CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F00.png|AREA_07_IMAGES_OUTPUT/CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F01.png|AREA_07_IMAGES_OUTPUT/CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F02.png|AREA_07_IMAGES_OUTPUT/CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F03.png|AREA_07_IMAGES_OUTPUT/CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F04.png|AREA_07_IMAGES_OUTPUT/CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F05.png|AREA_07_IMAGES_OUTPUT/CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F06.png|AREA_07_IMAGES_OUTPUT/CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_07_m_jr_balrog_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_jr_balrog,1:1; no crop,AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F00.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F01.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F02.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F03.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F04.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F05.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F06.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F07.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F08.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F09.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F10.png|AREA_07_IMAGES_OUTPUT/CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_07_m_tauromacis_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_tauromacis,1:1; no crop,AREA_07_IMAGES_OUTPUT/CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F00.png|AREA_07_IMAGES_OUTPUT/CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F01.png|AREA_07_IMAGES_OUTPUT/CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F02.png|AREA_07_IMAGES_OUTPUT/CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F03.png|AREA_07_IMAGES_OUTPUT/CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F04.png|AREA_07_IMAGES_OUTPUT/CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F05.png|AREA_07_IMAGES_OUTPUT/CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F06.png|AREA_07_IMAGES_OUTPUT/CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_08_m_star_pixie_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_star_pixie,1:1; no crop,AREA_08_IMAGES_OUTPUT/CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F00.png|AREA_08_IMAGES_OUTPUT/CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F01.png|AREA_08_IMAGES_OUTPUT/CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F02.png|AREA_08_IMAGES_OUTPUT/CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F03.png|AREA_08_IMAGES_OUTPUT/CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F04.png|AREA_08_IMAGES_OUTPUT/CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F05.png|AREA_08_IMAGES_OUTPUT/CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F06.png|AREA_08_IMAGES_OUTPUT/CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_08_m_star_pixie_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_star_pixie,1:1; no crop,AREA_08_IMAGES_OUTPUT/PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F00.png|AREA_08_IMAGES_OUTPUT/PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F01.png|AREA_08_IMAGES_OUTPUT/PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F02.png|AREA_08_IMAGES_OUTPUT/PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F03.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_08_m_jr_cellion_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_jr_cellion,1:1; no crop,AREA_08_IMAGES_OUTPUT/REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F00.png|AREA_08_IMAGES_OUTPUT/REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F01.png|AREA_08_IMAGES_OUTPUT/REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F02.png|AREA_08_IMAGES_OUTPUT/REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F03.png|AREA_08_IMAGES_OUTPUT/REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F04.png|AREA_08_IMAGES_OUTPUT/REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_08_m_lunar_pixie_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_lunar_pixie,1:1; no crop,AREA_08_IMAGES_OUTPUT/CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F00.png|AREA_08_IMAGES_OUTPUT/CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F01.png|AREA_08_IMAGES_OUTPUT/CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F02.png|AREA_08_IMAGES_OUTPUT/CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F03.png|AREA_08_IMAGES_OUTPUT/CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F04.png|AREA_08_IMAGES_OUTPUT/CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F05.png|AREA_08_IMAGES_OUTPUT/CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F06.png|AREA_08_IMAGES_OUTPUT/CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_08_m_lunar_pixie_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_lunar_pixie,1:1; no crop,AREA_08_IMAGES_OUTPUT/PROJECTILE/003_m_lunar_pixie_s_mon_lunar_pixie_PROJECTILE_F00.png|AREA_08_IMAGES_OUTPUT/PROJECTILE/003_m_lunar_pixie_s_mon_lunar_pixie_PROJECTILE_F01.png|AREA_08_IMAGES_OUTPUT/PROJECTILE/003_m_lunar_pixie_s_mon_lunar_pixie_PROJECTILE_F02.png|AREA_08_IMAGES_OUTPUT/PROJECTILE/003_m_lunar_pixie_s_mon_lunar_pixie_PROJECTILE_F03.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_08_m_luster_pixie_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_luster_pixie,1:1; no crop,AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F00.png|AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F01.png|AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F02.png|AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F03.png|AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F04.png|AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_08_m_eliza_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_eliza,1:1; no crop,AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F00.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F01.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F02.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F03.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F04.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F05.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F06.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F07.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F08.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F09.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F10.png|AREA_08_IMAGES_OUTPUT/CAST/005_m_eliza_s_mon_eliza_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_09_m_jr_yeti_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_jr_yeti,1:1; no crop,AREA_09_IMAGES_OUTPUT/REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F00.png|AREA_09_IMAGES_OUTPUT/REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F01.png|AREA_09_IMAGES_OUTPUT/REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F02.png|AREA_09_IMAGES_OUTPUT/REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F03.png|AREA_09_IMAGES_OUTPUT/REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F04.png|AREA_09_IMAGES_OUTPUT/REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_09_m_dark_jr_yeti_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_dark_jr_yeti,1:1; no crop,AREA_09_IMAGES_OUTPUT/REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F00.png|AREA_09_IMAGES_OUTPUT/REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F01.png|AREA_09_IMAGES_OUTPUT/REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F02.png|AREA_09_IMAGES_OUTPUT/REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F03.png|AREA_09_IMAGES_OUTPUT/REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F04.png|AREA_09_IMAGES_OUTPUT/REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_09_m_hector_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_hector,1:1; no crop,AREA_09_IMAGES_OUTPUT/CAST/003_m_hector_s_mon_hector_CAST_F00.png|AREA_09_IMAGES_OUTPUT/CAST/003_m_hector_s_mon_hector_CAST_F01.png|AREA_09_IMAGES_OUTPUT/CAST/003_m_hector_s_mon_hector_CAST_F02.png|AREA_09_IMAGES_OUTPUT/CAST/003_m_hector_s_mon_hector_CAST_F03.png|AREA_09_IMAGES_OUTPUT/CAST/003_m_hector_s_mon_hector_CAST_F04.png|AREA_09_IMAGES_OUTPUT/CAST/003_m_hector_s_mon_hector_CAST_F05.png|AREA_09_IMAGES_OUTPUT/CAST/003_m_hector_s_mon_hector_CAST_F06.png|AREA_09_IMAGES_OUTPUT/CAST/003_m_hector_s_mon_hector_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_09_m_white_fang_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_white_fang,1:1; no crop,AREA_09_IMAGES_OUTPUT/CAST/004_m_white_fang_s_mon_white_fang_CAST_F00.png|AREA_09_IMAGES_OUTPUT/CAST/004_m_white_fang_s_mon_white_fang_CAST_F01.png|AREA_09_IMAGES_OUTPUT/CAST/004_m_white_fang_s_mon_white_fang_CAST_F02.png|AREA_09_IMAGES_OUTPUT/CAST/004_m_white_fang_s_mon_white_fang_CAST_F03.png|AREA_09_IMAGES_OUTPUT/CAST/004_m_white_fang_s_mon_white_fang_CAST_F04.png|AREA_09_IMAGES_OUTPUT/CAST/004_m_white_fang_s_mon_white_fang_CAST_F05.png|AREA_09_IMAGES_OUTPUT/CAST/004_m_white_fang_s_mon_white_fang_CAST_F06.png|AREA_09_IMAGES_OUTPUT/CAST/004_m_white_fang_s_mon_white_fang_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_09_m_snow_witch_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_snow_witch,1:1; no crop,AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F00.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F01.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F02.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F03.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F04.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F05.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F06.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F07.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F08.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F09.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F10.png|AREA_09_IMAGES_OUTPUT/CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_10_m_bubble_fish_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_bubble_fish,1:1; no crop,AREA_10_IMAGES_OUTPUT/REFERENCE/001_m_bubble_fish_s_mon_bubble_fish_REFERENCE_F00.png|AREA_10_IMAGES_OUTPUT/REFERENCE/001_m_bubble_fish_s_mon_bubble_fish_REFERENCE_F01.png|AREA_10_IMAGES_OUTPUT/REFERENCE/001_m_bubble_fish_s_mon_bubble_fish_REFERENCE_F02.png|AREA_10_IMAGES_OUTPUT/REFERENCE/001_m_bubble_fish_s_mon_bubble_fish_REFERENCE_F03.png|AREA_10_IMAGES_OUTPUT/REFERENCE/001_m_bubble_fish_s_mon_bubble_fish_REFERENCE_F04.png|AREA_10_IMAGES_OUTPUT/REFERENCE/001_m_bubble_fish_s_mon_bubble_fish_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_10_m_mask_fish_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_mask_fish,1:1; no crop,AREA_10_IMAGES_OUTPUT/REFERENCE/002_m_mask_fish_s_mon_mask_fish_REFERENCE_F00.png|AREA_10_IMAGES_OUTPUT/REFERENCE/002_m_mask_fish_s_mon_mask_fish_REFERENCE_F01.png|AREA_10_IMAGES_OUTPUT/REFERENCE/002_m_mask_fish_s_mon_mask_fish_REFERENCE_F02.png|AREA_10_IMAGES_OUTPUT/REFERENCE/002_m_mask_fish_s_mon_mask_fish_REFERENCE_F03.png|AREA_10_IMAGES_OUTPUT/REFERENCE/002_m_mask_fish_s_mon_mask_fish_REFERENCE_F04.png|AREA_10_IMAGES_OUTPUT/REFERENCE/002_m_mask_fish_s_mon_mask_fish_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_10_m_squid_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_squid,1:1; no crop,AREA_10_IMAGES_OUTPUT/CAST/003_m_squid_s_mon_squid_CAST_F00.png|AREA_10_IMAGES_OUTPUT/CAST/003_m_squid_s_mon_squid_CAST_F01.png|AREA_10_IMAGES_OUTPUT/CAST/003_m_squid_s_mon_squid_CAST_F02.png|AREA_10_IMAGES_OUTPUT/CAST/003_m_squid_s_mon_squid_CAST_F03.png|AREA_10_IMAGES_OUTPUT/CAST/003_m_squid_s_mon_squid_CAST_F04.png|AREA_10_IMAGES_OUTPUT/CAST/003_m_squid_s_mon_squid_CAST_F05.png|AREA_10_IMAGES_OUTPUT/CAST/003_m_squid_s_mon_squid_CAST_F06.png|AREA_10_IMAGES_OUTPUT/CAST/003_m_squid_s_mon_squid_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_10_m_shark_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_shark,1:1; no crop,AREA_10_IMAGES_OUTPUT/CAST/004_m_shark_s_mon_shark_CAST_F00.png|AREA_10_IMAGES_OUTPUT/CAST/004_m_shark_s_mon_shark_CAST_F01.png|AREA_10_IMAGES_OUTPUT/CAST/004_m_shark_s_mon_shark_CAST_F02.png|AREA_10_IMAGES_OUTPUT/CAST/004_m_shark_s_mon_shark_CAST_F03.png|AREA_10_IMAGES_OUTPUT/CAST/004_m_shark_s_mon_shark_CAST_F04.png|AREA_10_IMAGES_OUTPUT/CAST/004_m_shark_s_mon_shark_CAST_F05.png|AREA_10_IMAGES_OUTPUT/CAST/004_m_shark_s_mon_shark_CAST_F06.png|AREA_10_IMAGES_OUTPUT/CAST/004_m_shark_s_mon_shark_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_10_m_shark_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_shark,1:1; no crop,AREA_10_IMAGES_OUTPUT/PROJECTILE/004_m_shark_s_mon_shark_PROJECTILE_F00.png|AREA_10_IMAGES_OUTPUT/PROJECTILE/004_m_shark_s_mon_shark_PROJECTILE_F01.png|AREA_10_IMAGES_OUTPUT/PROJECTILE/004_m_shark_s_mon_shark_PROJECTILE_F02.png|AREA_10_IMAGES_OUTPUT/PROJECTILE/004_m_shark_s_mon_shark_PROJECTILE_F03.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_10_m_pianus_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_pianus,1:1; no crop,AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F00.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F01.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F02.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F03.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F04.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F05.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F06.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F07.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F08.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F09.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F10.png|AREA_10_IMAGES_OUTPUT/CAST/005_m_pianus_s_mon_pianus_CAST_F11.png,m_mano_마노
