area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,pivot,targeting_range,impact_radius,impact_delay,effect_role,current_use,current_field_or_layer,current_resource,production_decision,required_file_set,frame_count,canvas,frame_seconds,total_seconds,playback_mode,direction_and_engine_motion,future_target,consolidation_strategy,runtime_use,unresolved,evidence,baseline_current_evidence,approved_target_ruid,approved_frame_sprite_ruids,source_path,output_path,preview_reference_files,approval_evidence,approval_status
area_11,루더스 호수,003,m_bloctopus,블록퍼스,s_mon_bloctopus,블록 위장,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,003,m_bloctopus,블록퍼스,s_mon_bloctopus,블록 위장,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,003,m_bloctopus,블록퍼스,s_mon_bloctopus,블록 위장,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,003,m_bloctopus,블록퍼스,s_mon_bloctopus,블록 위장,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F00.png..._REFERENCE_F05.png,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,preview only; no engine motion/FlipX contract,none,preview/reference only; never auto-import as CAST,false,none,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,004,m_king_bloctopus,킹 블록퍼스,s_mon_king_bloctopus,왕관 블록탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",6.8,0.8,0.35,ICON,true,icon_ruid,thumbnail://cb5eb9faaf68477292af0b710e383c9d,NEW_ART,ICON/004_m_king_bloctopus_s_mon_king_bloctopus_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,004,m_king_bloctopus,킹 블록퍼스,s_mon_king_bloctopus,왕관 블록탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",6.8,0.8,0.35,CAST_VFX,true,layer_ruids,"L1:e53471f0f7114343907be7beb520751f animationclip/clip delay=0.22s duration=0.65s scale=0.9 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,CAST/004_m_king_bloctopus_s_mon_king_bloctopus_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,ONE_TO_ONE_PRIMARY_CLIP,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,004,m_king_bloctopus,킹 블록퍼스,s_mon_king_bloctopus,왕관 블록탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",6.8,0.8,0.35,PROJECTILE,true,projectile_ruid,a2da67e687994755a8943c2bcf871902,NEW_ART,PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F00.png..._PROJECTILE_F03.png,4,384x384 RGBA,0.08,0.32,non-loop complete playback within 0.35s entity lifetime,art direction-neutral/local form only; engine translates caster+h to target+h and applies ZRotation; no PROJECTILE FlipX or travel-direction alignment,projectile_ruid,independent from CAST; do not merge,true,import must author AnimationClip non-loop at 0.08s/frame; Maker runtime not run,SkillTable.projectile_ruid; SkillEffect.mlua:149-194; SkillProjectile.mlua:39-81; GameBalance projectile_seconds=0.35,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,004,m_king_bloctopus,킹 블록퍼스,s_mon_king_bloctopus,왕관 블록탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",6.8,0.8,0.35,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,004,m_king_bloctopus,킹 블록퍼스,s_mon_king_bloctopus,왕관 블록탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",6.8,0.8,0.35,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,004,m_king_bloctopus,킹 블록퍼스,s_mon_king_bloctopus,왕관 블록탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",6.8,0.8,0.35,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,005,m_rombot,롬바드,s_mon_rombot,에오스 중력파,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://b41def4288404055b3b8850daa99cfbf,NEW_ART,ICON/005_m_rombot_s_mon_rombot_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,005,m_rombot,롬바드,s_mon_rombot,에오스 중력파,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:91c5d5dd661e4e079271b4446f7eb262 animationclip/clip delay=0s duration=0.72s scale=1.1 offset=(0,0)wu drift=(0,0)wu/s; L2:06bbe7d534094761b54b147f3a79ca38 animationclip/clip delay=0.18s duration=0.8s scale=0.8 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,CAST/005_m_rombot_s_mon_rombot_CAST_F00.png..._CAST_F11.png,12,512x512 RGBA,0.08,0.96,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,005,m_rombot,롬바드,s_mon_rombot,에오스 중력파,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,005,m_rombot,롬바드,s_mon_rombot,에오스 중력파,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,005,m_rombot,롬바드,s_mon_rombot,에오스 중력파,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_11,루더스 호수,005,m_rombot,롬바드,s_mon_rombot,에오스 중력파,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://46fd51a318b64738a36beeb3db02a970,NEW_ART,ICON/001_m_brown_teddy_s_mon_brown_teddy_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F00.png..._REFERENCE_F05.png,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,preview only; no engine motion/FlipX contract,none,preview/reference only; never auto-import as CAST,false,none,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,002,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://f9a2d6e8feaf4c90a3e00d022932fdaa,NEW_ART,ICON/002_m_toy_trojan_s_mon_toy_trojan_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,002,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:fc4857ea48be477c9546c775e0f31d49 animationclip/clip delay=0s duration=0.7s scale=0.72 offset=(0,0)wu drift=(1.0,0)wu/s",NEW_ART,CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,ONE_TO_ONE_PRIMARY_CLIP,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,002,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,002,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,002,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,002,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,003,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://f5d65e28cb0e4990bf5727015f22e0f1,NEW_ART,ICON/003_m_master_robo_s_mon_master_robo_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,003,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,003,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,003,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,003,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,003,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F00.png..._REFERENCE_F05.png,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,preview only; no engine motion/FlipX contract,none,preview/reference only; never auto-import as CAST,false,none,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,004,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://1356c7ad27254459aaf789b51a75875c,NEW_ART,ICON/004_m_chronos_s_mon_chronos_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,004,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:e5558e07445143b6999f20246768a3fe animationclip/clip delay=0.12s duration=0.8s scale=0.9 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,CAST/004_m_chronos_s_mon_chronos_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,ONE_TO_ONE_PRIMARY_CLIP,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,004,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,004,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,004,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,004,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,005,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://cbdd230e5cd34b7b9eeb1cd206d19f34,NEW_ART,ICON/005_m_timer_s_mon_timer_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,005,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:e5558e07445143b6999f20246768a3fe animationclip/clip delay=0s duration=0.78s scale=1 offset=(0,0)wu drift=(0,0)wu/s; L2:3ef6b2dcc75f4d4990e6e7f106bda49e animationclip/clip delay=0.2s duration=0.88s scale=0.85 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,CAST/005_m_timer_s_mon_timer_CAST_F00.png..._CAST_F11.png,12,512x512 RGBA,0.08,0.96,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,005,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,005,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,005,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_12,루디브리엄,005,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_13,니할 사막,001,m_white_sand_rabbit,흰 모래토끼,s_mon_white_sand_rabbit,사막 굴착탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,thumbnail://981c64ae30bd4f98aef886e9314d8e64,NEW_ART,ICON/001_m_white_sand_rabbit_s_mon_white_sand_rabbit_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_13,니할 사막,001,m_white_sand_rabbit,흰 모래토끼,s_mon_white_sand_rabbit,사막 굴착탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:201c4ae9d7c24438b56fb4d731ed9245 animationclip/clip delay=0.12s duration=0.72s scale=0.85 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,CAST/001_m_white_sand_rabbit_s_mon_white_sand_rabbit_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,ONE_TO_ONE_PRIMARY_CLIP,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_13,니할 사막,001,m_white_sand_rabbit,흰 모래토끼,s_mon_white_sand_rabbit,사막 굴착탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_13,니할 사막,001,m_white_sand_rabbit,흰 모래토끼,s_mon_white_sand_rabbit,사막 굴착탄,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
